"","FYEAR","CIK","CONM","CONML","Enterprise Software/IT Services","Technology Delivery Services","Platform Design and Sols","Stakeholder engagement","Knowledge Management and Delivery","Sustainable Innovation and sols","Next gen payment sols","Networking sols","Integrated sols","Communication sols"
"2005_1058027",2005,1058027,"STEELCLOUD INC","SteelCloud Inc",0.11786026434395,0.0991432086611264,0.0767733636699063,0.241743866987225,0.0703007434895181,0.0557463369748868,0.073812205037808,0.110613107756989,0.0892405644853,0.0647663385932911
"2005_1058057",2005,1058057,"MARVELL TECHNOLOGY GROUP LTD","Marvell Technology Group Ltd",0.0681080634302081,0.110299806632287,0.185845953199189,0.0438204739134921,0.0558090962766339,0.0580493416185865,0.0578737340490074,0.230669468748845,0.0787233131402765,0.110800748991474
"2005_1058290",2005,1058290,"COGNIZANT TECH SOLUTIONS","Cognizant Technology Solutions Corp",0.207493328354245,0.0922422844353871,0.0863259329439227,0.116681874198753,0.0875850256738594,0.0684968686195233,0.0978268652544942,0.0677936716489478,0.0972984236511457,0.0782557252197218
"2005_1058299",2005,1058299,"LIONBRIDGE TECHNOLOGIES INC","Lionbridge Technologies Inc",0.150520614842891,0.0696107926922068,0.0719912292037268,0.0612349565260508,0.0946425488517972,0.0541009588291015,0.0740302406947615,0.076392906287726,0.289730573414294,0.0577451786574446
"2005_1058444",2005,1058444,"SAVVIS INC","SAVVIS Inc",0.128778497862981,0.0764142289116897,0.0693865419742204,0.0876444964863482,0.0965984906598075,0.0644714884647316,0.105478061244942,0.118667541577358,0.0762584202208595,0.176302232597062
"2005_1058811",2005,1058811,"IMMERSION CORP","Immersion Corp",0.077047333770987,0.085602671615726,0.146390414783552,0.0707740438073064,0.0930803592147746,0.195552692460849,0.0585676001862712,0.075369863992749,0.122290899214056,0.0753241209537287
"2005_1059786",2005,1059786,"MIPS TECHNOLOGIES INC","MIPS Technologies Inc",0.079277842047342,0.0888799994087538,0.265711872796216,0.0617988758860741,0.0686342543024328,0.0709861321748535,0.0723928119063613,0.109779852522784,0.090169796762931,0.0923685621922514
"2005_1060801",2005,1060801,"CRITICAL PATH INC","Critical Path Inc",0.108412565830062,0.0633859202260207,0.0700931118873568,0.0528672462040302,0.122202370327686,0.0503443612101113,0.0914247644051703,0.189016032595544,0.143374520108558,0.108879107205461
"2005_1060824",2005,1060824,"COSINE COMMUNICATIONS INC","CoSine Communications Inc",0.103893312463225,0.0904485765339849,0.0770340223584409,0.265627107476594,0.0900696618665682,0.064712395067664,0.0927703827273116,0.0697810479701956,0.0611205877953877,0.0845429057406284
"2005_1062047",2005,1062047,"CONVERGYS CORP","Convergys Corp",0.179029624686972,0.0728536214013842,0.0689069922053934,0.0943005898301374,0.0882638659159605,0.0622431599198846,0.120706655687847,0.0782297600500993,0.0960183034024734,0.139447426899848
"2005_1062195",2005,1062195,"24/7 REAL MEDIA INC","24/7 Real Media Inc",0.109094577459704,0.062363508942974,0.0624292915083626,0.0623254430760225,0.30816707142926,0.0604093423667966,0.081807769937427,0.0814002567252843,0.115474667800838,0.0565280707533302
"2005_1062292",2005,1062292,"XO GROUP INC","XO Group Inc",0.0842909554546926,0.0617000617880162,0.0585377968021034,0.07364920016236,0.346303210844983,0.0582937992595093,0.0921240180406995,0.0613432425250576,0.0936472957221836,0.0701104194003946
"2005_1062478",2005,1062478,"ACTUATE CORP","Actuate Corp",0.126620668232077,0.0711049019928707,0.0844936699016404,0.0617914401444906,0.0898007473667784,0.0542048107918663,0.062566106109121,0.102275109070958,0.293496206252171,0.0536463401380274
"2005_1062530",2005,1062530,"DIGITAL RIVER INC","Digital River Inc",0.127121770372142,0.0793197587796093,0.0795050864961742,0.0765510028169957,0.166068449501303,0.0580568020157144,0.115613756764897,0.0922977952999406,0.144093772971903,0.0613718049813206
"2005_1063085",2005,1063085,"CATAPULT COMMUNICATIONS CORP","Catapult Communications Corp",0.0958496089322099,0.107935598863464,0.116755282202254,0.0749222538224763,0.0663725033399672,0.0670112188541326,0.0661024990794636,0.190480059016866,0.0896472087829784,0.124923767106188
"2005_1063254",2005,1063254,"S1 CORP","S1 Corp",0.134063159765137,0.0715067099652416,0.069360623804423,0.078389336091365,0.0944365659993786,0.0514115453937752,0.224560407650772,0.0850925987848479,0.121349132784201,0.0698299197608589
"2005_1065034",2005,1065034,"MAGMA DESIGN AUTOMATION INC","Magma Design Automation Inc",0.0938014372343361,0.106539192825634,0.240073687657402,0.0774647110640557,0.0659494319553689,0.0945053844097621,0.0652194588675257,0.0912675867228579,0.108725900664117,0.05645320859894
"2005_1065088",2005,1065088,"EBAY INC","eBay Inc.",0.0781749757192384,0.0587604281572102,0.0603380411332594,0.0908673811144898,0.234306377085272,0.0583078199338327,0.173427968166129,0.0843570778135835,0.0924179501342107,0.0690419807427744
"2005_1065246",2005,1065246,"HI/FN INC","hi/fn Inc",0.0838976734880186,0.0962606861510014,0.130024495651738,0.0723565232921173,0.0660388566942516,0.0630671338206046,0.0749103422225244,0.238986448493164,0.0826387670855072,0.0918190731010723
"2005_1065332",2005,1065332,"NIC INC","NIC Inc",0.130448331348991,0.0663976098006043,0.0611544272597209,0.118299251787507,0.125714626025392,0.0660062637220643,0.171320235813213,0.0714012630471135,0.0888455663457309,0.100412424849664
"2005_1066026",2005,1066026,"CONCUR TECHNOLOGIES INC","Concur Technologies Inc",0.150587326616639,0.0752513341433165,0.073089991158465,0.0795097585427559,0.0950361010442316,0.0564288488757903,0.123259288885551,0.0853187197407379,0.197954601258617,0.063564029733896
"2005_1066194",2005,1066194,"EGAIN CORP","eGain Corp",0.143657089433553,0.0741900230569186,0.0769427001281918,0.0681428444005784,0.103822691620713,0.0539895519572577,0.0795376006872856,0.11650127838236,0.213415096443371,0.0698011238897707
"2005_1066684",2005,1066684,"THEGLOBE.COM INC","Theglobe.com Inc",0.0752623838754772,0.0558535958697156,0.0534573591836221,0.162951885204081,0.161435302033881,0.0551018509387457,0.112922513941406,0.0739508952781509,0.0587255505908291,0.190338663084091
"2005_1068874",2005,1068874,"IMPLANT SCIENCES CORP","Implant Sciences Corp",0.0643742597560551,0.105721608164654,0.0781061358939067,0.0948108435796587,0.0642023712354212,0.358670402203793,0.0631524028282226,0.051746679735203,0.0535200250035005,0.065695271599585
"2005_1068875",2005,1068875,"BLUCORA INC","Blucora Inc",0.110660540361953,0.0680232164590064,0.0846507701335407,0.108364008423465,0.22119743516226,0.0566076576524251,0.0956039037455433,0.062304311667016,0.0677117500580921,0.124876406336697
"2005_1069353",2005,1069353,"CONEXANT SYSTEMS INC","Conexant Systems Inc",0.0638165097054501,0.0941555556291632,0.167644720998276,0.0753988750464509,0.0624962975153033,0.0513644868006686,0.0632754219071198,0.112375932816687,0.0624220777427693,0.247050121838111
"2005_1069469",2005,1069469,"GOLDLEAF FINANCIAL SOLUTIONS","Goldleaf Financial Solutions Inc",0.117814301286841,0.0705309771560762,0.0633432373723498,0.123624509563023,0.0891564333343268,0.0619828259464687,0.268860627957056,0.0600799870344879,0.0807335566070465,0.0638735437423246
"2005_1070380",2005,1070380,"SABA SOFTWARE INC","Saba Software Inc",0.133847088014199,0.064337584452459,0.0730018509313916,0.0707523025829145,0.0939050033474103,0.0546016260501051,0.0702375755952789,0.100716420053465,0.281173693983706,0.0574268549890711
"2005_1071806",2005,1071806,"AQUANTIVE INC","aQuantive Inc",0.117399129218485,0.0628276656802743,0.0703264572604221,0.0706000857165269,0.276532807095208,0.072310265930653,0.0800817473799467,0.0700546521758286,0.121186693671334,0.0586804958713219
"2005_1073349",2005,1073349,"BOTTOMLINE TECHNOLOGIES INC","Bottomline Technologies Inc",0.138300847410801,0.0960962927461121,0.0789110388795863,0.0997623889806084,0.0841187801367178,0.058329717010513,0.185036876594689,0.0709575357833733,0.119584355165578,0.0689021672920212
"2005_1075656",2005,1075656,"IGO INC","iGo Inc",0.0852887344913673,0.12821597033594,0.180220125598193,0.061495234229802,0.0966602398593109,0.0705601065249416,0.0738133640112773,0.121664907513526,0.0828917103004844,0.0991896071351583
"2005_1075736",2005,1075736,"CREXENDO INC","Crexendo Inc",0.113595171748644,0.0685474025420678,0.0751810960091568,0.0952885670230151,0.184440279204748,0.0596545070995338,0.0946215549747097,0.0827379874681077,0.153893638217669,0.0720397957123484
"2005_1076682",2005,1076682,"MAJESCO ENTERTAINMENT CO","Majesco Entertainment Co",0.071551429485835,0.0787308173062599,0.105448750686856,0.0970108340241132,0.284704719004972,0.0660530177531135,0.0718481207311291,0.0681591826021206,0.0816186714704809,0.0748744569351196
"2005_1076930",2005,1076930,"GSI GROUP INC","GSI Group Inc",0.087266350166221,0.225832306222228,0.120425215879285,0.0964092600630765,0.0680219757675834,0.14085384630126,0.0782372227755853,0.0605479473921109,0.0642985560493817,0.0581073193832676
"2005_1077370",2005,1077370,"PRISM TECHNOLOGIES GROUP INC","Prism Technologies Group Inc",0.0949292542142723,0.057470343317431,0.0624766844500545,0.104816391994883,0.249234717145938,0.0591005582718131,0.16551192224525,0.0623615595165554,0.0761066496718932,0.0679919191719095
"2005_1077866",2005,1077866,"LOOKSMART LTD","Looksmart Ltd",0.078241044538611,0.0590781340522086,0.055576063404734,0.072415212845143,0.349804234421993,0.0520104238861261,0.0926755084041578,0.0722315732776551,0.107913190821387,0.0600546143479845
"2005_1078075",2005,1078075,"NETSCOUT SYSTEMS INC","NetScout Systems Inc",0.121739967930567,0.0822755846102046,0.0832781473158631,0.0688330212475281,0.0752920125774562,0.0634789441092322,0.0716874902276474,0.239100925580281,0.110999802310337,0.0833141040908829
"2005_1078271",2005,1078271,"EXTREME NETWORKS INC","Extreme Networks Inc",0.096494858092965,0.0899621539803827,0.0896808551537383,0.0587735254768421,0.0637011760498265,0.0564818942122602,0.0612772464511939,0.285560194800693,0.0894827420442518,0.108585353737847
"2005_1079023",2005,1079023,"VARIAN SEMICONDUCTOR EQUIPMT","Varian Semiconductor Equipment Associates Inc",0.0863572452634436,0.113288963599979,0.126272567011593,0.0825883817673576,0.0580780227132946,0.304591771366557,0.0588214765482576,0.0597693207824759,0.0567048357990597,0.0535274151479822
"2005_1080034",2005,1080034,"CONVERSANT INC","Conversant Inc",0.100442566129747,0.0649679254776371,0.060373398414781,0.115321649876702,0.282045892073903,0.0568330464289545,0.0961526275927655,0.0665558988664402,0.0934076823917307,0.0638993127473391
"2005_1080056",2005,1080056,"THESTREET INC","TheStreet Inc",0.0992584477816456,0.0580040219138468,0.058673819158764,0.125189911862365,0.259602919240625,0.0588759247886984,0.0994198498927397,0.0590375753005663,0.103724340101303,0.0782131899594462
"2005_1080099",2005,1080099,"INFORMATICA CORP","Informatica Corp",0.161745651055302,0.083502590801042,0.0826313039046395,0.0763450746781769,0.0791308836223502,0.0603952759088427,0.0751872114404614,0.105813106347688,0.209886294211973,0.0653626080295235
"2005_1080224",2005,1080224,"EDGAR ONLINE INC","EDGAR Online Inc",0.113748054972734,0.0659905110705759,0.065325814379491,0.109797369216785,0.135711267586236,0.0649281868028525,0.109774480929289,0.077731587035732,0.188311440875509,0.0686812871307961
"2005_1080667",2005,1080667,"DITECH NETWORKS INC","Ditech Networks Inc",0.0715743658176981,0.0830848782456304,0.0950424394004787,0.0759619197525049,0.0637013973237409,0.0603097010451551,0.0675121935400502,0.248145106652268,0.0640635347708198,0.170604463451654
"2005_1081661",2005,1081661,"EASYLINK SERVICES CP  -CL A","EasyLink Services Corp",0.110882752189559,0.0684853424351896,0.0645747255354991,0.0847737601588076,0.0972037023109058,0.0508737248516415,0.159881166789302,0.111037971304096,0.145853520845754,0.106433333579245
"2005_1082064",2005,1082064,"BACKWEB TECHNOLOGIES LTD","Backweb Technologies Ltd, Ramat Gan",0.0891363690739535,0.063309649975231,0.0755547203466583,0.0652338458843863,0.112349908250307,0.0544848160857153,0.0739847311117274,0.202798473777989,0.177933864343083,0.0852136211509492
"2005_1082506",2005,1082506,"UNWIRED PLANET INC","Unwired Planet Inc",0.0957134205584302,0.0609607540745247,0.0859159562821064,0.0522465270841359,0.131456469179066,0.0471689872446842,0.0641944493715636,0.13340963818418,0.116268501501732,0.212665296519578
"2005_1082923",2005,1082923,"STAMPS.COM INC","Stamps.com Inc",0.0811954165986884,0.0639479412262062,0.0676893060842709,0.0862082299728343,0.124498985616045,0.0626183563901029,0.251719052934237,0.0695330688579132,0.102982338996897,0.0896073033228054
"2005_1083663",2005,1083663,"I/O MAGIC CORP","I/O Magic Corp",0.0779700618547206,0.119752545967787,0.198822693618725,0.0752594238625817,0.105435238854219,0.0706577781366214,0.0737116255299633,0.117328266440105,0.0905455461412881,0.0705168195939884
"2005_1084048",2005,1084048,"J2 GLOBAL INC","j2 Global Inc",0.0843887036382994,0.0601804302043747,0.0559214315034337,0.0828470612121192,0.155736553776062,0.0531179961488819,0.111432628063358,0.092985139159009,0.0787541210417921,0.22463593525267
"2005_1084332",2005,1084332,"SALON MEDIA GROUP INC","Salon Media Group Inc",0.074321835063844,0.0567596021024659,0.0624551011489137,0.0996677962906483,0.358877176315965,0.0570020851445289,0.0734835204844345,0.0583772805159438,0.0918213580237887,0.0672342449094673
"2005_1084750",2005,1084750,"NAVISITE INC","NaviSite Inc",0.17091571837113,0.0810741768215273,0.0705454789156173,0.0998070416420768,0.099388483389467,0.0534544985376197,0.0926211502417221,0.123304117629378,0.124068095331305,0.0848212391201568
"2005_1084755",2005,1084755,"ARIBA INC","Ariba Inc",0.147008986339272,0.0820955625648677,0.0789324063274422,0.0766159847891219,0.0885444988510816,0.0544224464327203,0.0800843937289863,0.0865032707828764,0.248029026317299,0.0577634238663325
"2005_1084876",2005,1084876,"RAE SYSTEMS INC","RAE Systems Inc.",0.0769361581861344,0.109920027450798,0.08338354423379,0.0723914847676308,0.0585028127338751,0.296256823605626,0.0630026172193721,0.0778142945903793,0.0602112714456193,0.101580965766775
"2005_1085280",2005,1085280,"TIBCO SOFTWARE INC","TIBCO Software Inc",0.161802890300787,0.098364957029688,0.0884120077588947,0.0798754561783331,0.0944468376835154,0.0626620086089615,0.0824869130796767,0.0987633048217215,0.162817336589545,0.070368287948878
"2005_1085621",2005,1085621,"ACTUA CORP","Actua Corp",0.199327219308213,0.0873430069736811,0.075194982362413,0.132170562229176,0.111831067806848,0.0647717032699691,0.0967111400096399,0.0740968809256061,0.0930912696047335,0.0654621675097202
"2005_1085653",2005,1085653,"ECOLLEGE.COM","eCollege.com",0.128004544723692,0.0772552275846351,0.0655754901474332,0.0718449138483371,0.11827202719452,0.0608323797694294,0.102912884061107,0.0846093788446593,0.224007284354391,0.0666858694717963
"2005_1085770",2005,1085770,"MOVE INC","Move Inc",0.0904516114144285,0.0612361156618842,0.0649059850164074,0.077880739600968,0.314732693625805,0.0591012752342807,0.0998862706371571,0.0657801934331793,0.0892250370510516,0.0768000783248381
"2005_1085869",2005,1085869,"PERFICIENT INC","Perficient Inc",0.204793878882515,0.0781439983251217,0.0802804176816623,0.0790936375736635,0.101606326675289,0.0621934736310697,0.0857439337347728,0.0938926507093876,0.149342217731051,0.0649094650554674
"2005_1086195",2005,1086195,"ART TECHNOLOGY GROUP INC","Art Technology Group Inc",0.14856834722275,0.0663763837957799,0.0723575313161452,0.0612361541462351,0.128651449359319,0.0494471409934058,0.0842502600897965,0.090477646622016,0.217632246668138,0.0810028397864146
"2005_1086222",2005,1086222,"AKAMAI TECHNOLOGIES INC","Akamai Technologies Inc",0.116820407026632,0.0710304315735418,0.0713879750113037,0.0798205597457406,0.128506125287857,0.0585238051119991,0.0777732155769236,0.192897672069144,0.11427371564563,0.0889660929512281
"2005_1087277",2005,1087277,"APTIMUS INC","Aptimus Inc",0.106861117663165,0.0684582362567508,0.072181241357089,0.0954472350502859,0.242516320051832,0.0639727163686057,0.102716657950962,0.0854004874439288,0.0952504499690893,0.067195537888292
"2005_1087423",2005,1087423,"RED HAT INC","Red Hat Inc",0.113730397111224,0.0628364565410552,0.0775395544264664,0.0587022493573393,0.0857180763075662,0.057216233408794,0.0641527597725228,0.143309823672826,0.271803950395464,0.0649904990067416
"2005_1088033",2005,1088033,"QUEST SOFTWARE INC","Quest Software Inc",0.133618817149989,0.0839236301255708,0.0812611769650566,0.064546620856958,0.0864313883257347,0.0565558310860628,0.0728256539612519,0.149579122472492,0.217854326802842,0.0534034322540427
"2005_1088825",2005,1088825,"TIVO INC","TiVo Inc",0.0758082875231579,0.0609654506703921,0.103687274075383,0.0800825390344686,0.141880672679314,0.0515984755908406,0.0707899688811356,0.06688367740873,0.123362460927982,0.224941193208596
"2005_1089443",2005,1089443,"DIGIMARC CORP -OLD","Digimarc Corp",0.0818717515684424,0.0612577290209521,0.0887380345719013,0.0918775479024164,0.11356195720639,0.0858111791766588,0.203490018991769,0.0820670166948259,0.103321706332417,0.0880030585342275
"2005_1089525",2005,1089525,"UVUMOBILE INC","uVuMobile Inc",0.0823069628610284,0.0588478423999941,0.0799396689916081,0.13558623898806,0.15110403929351,0.0559303897930754,0.0776271775308899,0.0746730276678783,0.0846332242792871,0.199351428194669
"2005_1089638",2005,1089638,"NESS TECHNOLOGIES INC","Ness Technologies Inc",0.200553717107418,0.0893107772565678,0.0785420545683482,0.102764890727734,0.0891350100953803,0.0748278918908044,0.095825783296745,0.0764101972243148,0.107295160430568,0.0853345174021197
"2005_1090069",2005,1090069,"CHEROKEE INTERNATIONAL CORP","Cherokee International Corp",0.11379240605474,0.219282173967602,0.116408007781347,0.101174404984531,0.0711010326261464,0.0874430615367108,0.0745402923474516,0.0784230720190917,0.0650196041411993,0.0728159445411804
"2005_1090071",2005,1090071,"FOUNDRY NETWORKS INC","Foundry Networks Inc",0.102185280841542,0.105983518296491,0.0949929718495777,0.0642263989145085,0.0707915221023923,0.0622511698202325,0.0669815898447458,0.253507784071084,0.0841758136387447,0.0949039506206811
"2005_1090908",2005,1090908,"DETERMINE INC","Determine Inc",0.125968023661409,0.0756897958449265,0.0843628355022609,0.0747659176119077,0.09135392594662,0.0571580939720938,0.0784709511574098,0.117162148841833,0.229413945249233,0.0656543622123066
"2005_1091158",2005,1091158,"VISUAL SCIENCES INC/DE","Visual Sciences Inc/DE",0.112230882461018,0.0675757290973872,0.0701151814772023,0.0827769229654565,0.17093477503281,0.0592346939748024,0.0921967899948577,0.0954272203875055,0.173284018215394,0.0762237863935659
"2005_1092367",2005,1092367,"SYCAMORE NETWORKS INC","Sycamore Networks Inc",0.117402603204661,0.123580300359891,0.0902310834839555,0.0813384014275038,0.0670647943241414,0.0511162809959834,0.0697483127770686,0.192983410215426,0.067886845601936,0.138647967609433
"2005_1093885",2005,1093885,"SONICWALL INC","SonicWALL Inc",0.0844906063997646,0.0626814417747474,0.0668700341223015,0.0518076667029243,0.0827797746694969,0.0567997568290692,0.0811211918367312,0.309929991013559,0.108147238517,0.0953722981344057
"2005_1094005",2005,1094005,"SINA CORP","Sina Corp",0.0640386972253781,0.049129063119314,0.0481928795449194,0.0969734070744536,0.180305166242093,0.0605771366356424,0.0869395198192827,0.0588537162263227,0.072723244604057,0.282267169508537
"2005_1094007",2005,1094007,"RAINMAKER SYSTEMS INC","Rainmaker Systems Inc",0.180262345308684,0.0833184165060959,0.0717511534351326,0.0925349376805584,0.139028390294672,0.0627780536873404,0.108987305434202,0.0689572545209187,0.102801059103811,0.089581084028585
"2005_1094084",2005,1094084,"TELKONET INC","Telkonet Inc",0.0694186915619926,0.0874475137129854,0.0672198272518811,0.220079705753794,0.069432424925315,0.076561159571967,0.0721749641193606,0.0781805337620554,0.057624352847158,0.201860826493491
"2005_1094348",2005,1094348,"MATTERSIGHT CORP","Mattersight Corp",0.173875062012519,0.0828904268908374,0.0724452698110059,0.183426234701444,0.0944363031482405,0.0591866334857878,0.0941033201007993,0.0833880123055504,0.0845821979065084,0.0716665396373073
"2005_1094392",2005,1094392,"RUDOLPH TECHNOLOGIES INC","Rudolph Technologies Inc.",0.0722651342450946,0.1205113393978,0.120238219587976,0.0552832645182125,0.064040713795716,0.301791029021308,0.0552512690268562,0.081708463905851,0.0754684954073519,0.0534420710938328
"2005_1094561",2005,1094561,"QUOVADX INC","Quovadx Inc",0.122215759186134,0.0731427464594698,0.0729256775724096,0.0796314647584138,0.0864089555513658,0.067594018380689,0.18042004709321,0.104833231748418,0.146329747182361,0.0664983520675297
"2005_1094739",2005,1094739,"FINISAR CORP","Finisar Corp",0.075437329286298,0.170009352047322,0.1110793554037,0.0620583299520611,0.0587256493579339,0.0654144589373909,0.0553543519434943,0.212373216938235,0.0704068909913824,0.119141065142183
"2005_1094808",2005,1094808,"VERTRO INC","Vertro Inc",0.0956416994132,0.0743571179092539,0.0682819647884963,0.125043831049359,0.232972954695603,0.0600984510039267,0.111547301787517,0.0815624005479853,0.0761168682045933,0.0743774106000657
"2005_1094814",2005,1094814,"CARTESIAN INC","Cartesian Inc",0.203099878456412,0.0828506941882352,0.0767497498874618,0.0983085538052371,0.0968859246989706,0.0592275744265894,0.0827473273979139,0.0884357758891296,0.0751185564612421,0.136575964788808
"2005_1094895",2005,1094895,"SOAPSTONE NETWORKS INC","Soapstone Networks Inc",0.0895905010348347,0.0874105577587876,0.0881628705481148,0.0634854314374164,0.0678088515651491,0.0577340240315682,0.0716171276588875,0.242660715691218,0.0711042725588902,0.160425647715133
"2005_1095266",2005,1095266,"HRSOFT INC","HRSoft Inc",0.14454787204307,0.0664473450788651,0.0620961401154692,0.141980272312735,0.110355468942319,0.0579416824218,0.0998848293033495,0.0619456794876962,0.19704149543749,0.0577592148572062
"2005_1095291",2005,1095291,"WEB.COM GROUP INC","Web.com Group Inc",0.127029273020817,0.075567709891841,0.0720127763773487,0.062488784340198,0.186511686548152,0.0559570305258801,0.0907908176311386,0.0839616467040947,0.180250629536207,0.0654296454243227
"2005_1095315",2005,1095315,"PFSWEB INC","PFSweb Inc",0.157215901183665,0.0981408414302845,0.0745387268271511,0.0745300213980447,0.104341110071866,0.0704494372729324,0.105883490295647,0.0830837454602246,0.162716673566157,0.0691000524940284
"2005_1095330",2005,1095330,"SYMYX TECHNOLOGIES INC","Symyx Technologies Inc",0.106314422340514,0.0988101774520482,0.0919487492185832,0.0929019983528211,0.0838906562760116,0.244815285877685,0.0715806017508586,0.0615187757285764,0.0936887018842053,0.0545306311186962
"2005_1095480",2005,1095480,"NETRATINGS INC","NetRatings Inc",0.11004227591994,0.0625760647713263,0.0656674861431728,0.0757368917550009,0.257599617615016,0.0761407583664486,0.0920752029657743,0.0751942828046948,0.111856447015642,0.0731109726429835
"2005_1095600",2005,1095600,"BLUE COAT SYSTEMS INC","Blue Coat Systems Inc",0.088398549575749,0.0761259054617283,0.0760151378156009,0.0926275119793466,0.0926454021430533,0.0652031945180993,0.0782275959909791,0.254180925430786,0.108078060884849,0.0684977161998094
"2005_1096325",2005,1096325,"INTERSIL CORP  -CL A","Intersil Corp",0.103727708129322,0.182280031121047,0.142670223382806,0.128679989369272,0.0787251777293828,0.0796852728181496,0.075977565186574,0.0678552696527625,0.0613418216017543,0.0790569410089296
"2005_1096689",2005,1096689,"OPTIO SOFTWARE INC","Optio Software Inc",0.108358696977064,0.0658543898213638,0.0697179616480401,0.0826191036849394,0.0800019226595606,0.0570019447228782,0.0933726688923084,0.076659204027071,0.312636365968711,0.0537777415980632
"2005_1096958",2005,1096958,"OPENTV CORP","OpenTV Corp",0.0751055616851806,0.0552050589683443,0.0856773904686987,0.0858742263119671,0.126517119292223,0.0524707237665695,0.0687422254864788,0.0774897006116759,0.104992887809621,0.267925105599241
"2005_1097338",2005,1097338,"WITNESS SYSTEMS INC","Witness Systems Inc",0.154484447551309,0.0816347518522266,0.0851918858261865,0.083399147882519,0.0881137631196997,0.0513363740522327,0.0769743094546637,0.125766097591105,0.168376495491035,0.0847227271790224
"2005_1097864",2005,1097864,"ON SEMICONDUCTOR CORP","ON Semiconductor Corp",0.0830109718376284,0.195571230654942,0.139578090104481,0.140730805206565,0.0696162620056185,0.0816013451418369,0.0780356220969441,0.0735005693481486,0.0518251846266894,0.0865299189771466
"2005_1098277",2005,1098277,"WEBSENSE INC","Websense Inc",0.101002321995757,0.0602804837393957,0.0651514699007476,0.0584864099005019,0.113881184647937,0.0528760808127309,0.0812655724436604,0.256023962584812,0.133815774667083,0.0772167393073747
"2005_1099944",2005,1099944,"INFORTE CORP","Inforte Corp.",0.23667794542938,0.0847097820505968,0.080075698462458,0.11129065964221,0.0976023642404726,0.0783402739639218,0.0824871121720853,0.060750522919157,0.112698274829606,0.0553673662901129
"2005_1100389",2005,1100389,"PALM INC","Palm Inc",0.0871408772093429,0.0921099873113473,0.149198383754931,0.0740908510426668,0.111536852690721,0.0651834115547661,0.0734049883483354,0.0936784045357719,0.110465054036843,0.143191189515276
"2005_1100813",2005,1100813,"OPSWARE INC","Opsware Inc",0.130238582251321,0.0765119174385999,0.0745002197362582,0.0659053472181833,0.072469742302081,0.0607747152066813,0.0752413074489028,0.226932866314067,0.143377475946965,0.0740478261369413
"2005_1100917",2005,1100917,"ONVIA INC","Onvia Inc",0.147164704717904,0.0725125703898287,0.0657253740126935,0.1064966760142,0.141729801217159,0.0655988772811087,0.0935906277081909,0.0647116947290383,0.174977746108813,0.0674919278210632
"2005_1100969",2005,1100969,"ASIAINFO-LINKAGE INC","AsiaInfo-Linkage Inc",0.0955904080213229,0.067164923661012,0.0610068679244016,0.103309905812467,0.0827948840092545,0.0695168327374551,0.0943504645522005,0.0909816470142027,0.071804754062695,0.263479312204988
"2005_1101215",2005,1101215,"ALLIANCE DATA SYSTEMS CORP","Alliance Data Systems Corp",0.112482903881321,0.0656945252428918,0.054086465603839,0.124688737655264,0.118480972657175,0.0705777962274124,0.268128765418517,0.0464239771589845,0.0625277326796874,0.0769081234749072
"2005_1101302",2005,1101302,"ENTEGRIS INC","Entegris Inc",0.0796274852411393,0.141073903203613,0.110910074693657,0.0728746946442266,0.0536657694987659,0.30859739728739,0.0609074520533939,0.0615785781208241,0.0572977249058647,0.0534669203511249
"2005_1101680",2005,1101680,"ZHONE TECHNOLOGIES INC","Zhone Technologies Inc.",0.100098320604462,0.10205593189117,0.0871488382442465,0.0699458739461849,0.0658282686497963,0.0576532421132743,0.0600626993251008,0.213050715811652,0.0652507135940981,0.178905395820015
"2005_1102541",2005,1102541,"EARTHLINK HOLDINGS CORP","EarthLink Holdings Corp",0.0775960156866334,0.0559776249058523,0.0528499037144481,0.0755479736503778,0.13090398890049,0.0455363171408572,0.0897009856256819,0.09277942700887,0.0597301673261905,0.319377596040598
"2005_1102542",2005,1102542,"SCO GROUP INC","SCO Group Inc (The)",0.14348960874745,0.0783133283615577,0.0894987221962917,0.103343238814241,0.091728117630279,0.05736490365196,0.0803852422333408,0.130589130877358,0.155182711236284,0.0701049962512389
"2005_1102741",2005,1102741,"STEC INC","STEC Inc",0.0807966839673386,0.141902070576752,0.241610648944951,0.0614271649232226,0.0746502002561794,0.0640893030558199,0.0730848235522898,0.117331884049952,0.0835182997039572,0.0615889209695363
"2005_1102934",2005,1102934,"CABOT MICROELECTRONICS CORP","Cabot Microelectronics Corp",0.0907716327039406,0.133583238151371,0.193410679835111,0.0717282774005116,0.0578370104087476,0.212619614640008,0.0580969062635744,0.0678116755267112,0.056267016110955,0.05787394895907
"2005_1102993",2005,1102993,"LIVEPERSON INC","LivePerson Inc",0.141698772660427,0.0628232584885757,0.0671262933346286,0.0642069197408656,0.149658138732893,0.0571204916963436,0.0905799235086496,0.107149738900001,0.186169941190563,0.0734665217470526
"2005_1103025",2005,1103025,"TRX INC","TRX Inc",0.143936905486907,0.0744510519007938,0.0647195033327809,0.0967897014222577,0.164184692426671,0.0692127742818109,0.152760041321388,0.0686160939282465,0.091584054863539,0.0737451810356056
