"","word","sentiment","lexicon","score"
"3335","depository","trust","nrc",NA
"3336","depraved","anger","nrc",NA
"3337","depraved","anticipation","nrc",NA
"3338","depraved","disgust","nrc",NA
"3339","depraved","fear","nrc",NA
"3340","depraved","negative","nrc",NA
"3341","depraved","sadness","nrc",NA
"3342","depravity","anger","nrc",NA
"3343","depravity","disgust","nrc",NA
"3344","depravity","negative","nrc",NA
"3345","depreciate","anger","nrc",NA
"3346","depreciate","disgust","nrc",NA
"3347","depreciate","negative","nrc",NA
"3348","depreciated","anger","nrc",NA
"3349","depreciated","disgust","nrc",NA
"3350","depreciated","fear","nrc",NA
"3351","depreciated","negative","nrc",NA
"3352","depreciated","sadness","nrc",NA
"3353","depreciation","fear","nrc",NA
"3354","depreciation","negative","nrc",NA
"3355","depress","fear","nrc",NA
"3356","depress","negative","nrc",NA
"3357","depress","sadness","nrc",NA
"3358","depressed","anger","nrc",NA
"3359","depressed","fear","nrc",NA
"3360","depressed","negative","nrc",NA
"3361","depressed","sadness","nrc",NA
"3362","depressing","disgust","nrc",NA
"3363","depressing","negative","nrc",NA
"3364","depressing","sadness","nrc",NA
"3365","depression","negative","nrc",NA
"3366","depression","sadness","nrc",NA
"3367","depressive","negative","nrc",NA
"3368","depressive","sadness","nrc",NA
"3369","deprivation","anger","nrc",NA
"3370","deprivation","disgust","nrc",NA
"3371","deprivation","fear","nrc",NA
"3372","deprivation","negative","nrc",NA
"3373","deprivation","sadness","nrc",NA
"3374","depth","positive","nrc",NA
"3375","depth","trust","nrc",NA
"3376","deputy","trust","nrc",NA
"3377","deranged","anger","nrc",NA
"3378","deranged","disgust","nrc",NA
"3379","deranged","fear","nrc",NA
"3380","deranged","negative","nrc",NA
"3381","derelict","negative","nrc",NA
"3382","derision","anger","nrc",NA
"3383","derision","disgust","nrc",NA
"3384","derision","negative","nrc",NA
"3385","dermatologist","trust","nrc",NA
"3386","derogation","anger","nrc",NA
"3387","derogation","disgust","nrc",NA
"3388","derogation","fear","nrc",NA
"3389","derogation","negative","nrc",NA
"3390","derogation","sadness","nrc",NA
"3391","derogatory","anger","nrc",NA
"3392","derogatory","disgust","nrc",NA
"3393","derogatory","fear","nrc",NA
"3394","derogatory","negative","nrc",NA
"3395","derogatory","sadness","nrc",NA
"3396","descent","fear","nrc",NA
"3397","descent","sadness","nrc",NA
"3398","descriptive","positive","nrc",NA
"3399","desecration","anger","nrc",NA
"3400","desecration","disgust","nrc",NA
"3401","desecration","fear","nrc",NA
"3402","desecration","negative","nrc",NA
"3403","desecration","sadness","nrc",NA
"3404","desert","anger","nrc",NA
"3405","desert","disgust","nrc",NA
"3406","desert","fear","nrc",NA
"3407","desert","negative","nrc",NA
"3408","desert","sadness","nrc",NA
"3409","deserted","anger","nrc",NA
"3410","deserted","disgust","nrc",NA
"3411","deserted","fear","nrc",NA
"3412","deserted","negative","nrc",NA
"3413","deserted","sadness","nrc",NA
"3414","desertion","negative","nrc",NA
"3415","deserve","anger","nrc",NA
"3416","deserve","anticipation","nrc",NA
"3417","deserve","positive","nrc",NA
"3418","deserve","trust","nrc",NA
"3419","deserved","positive","nrc",NA
"3420","designation","trust","nrc",NA
"3421","designer","positive","nrc",NA
"3422","desirable","positive","nrc",NA
"3423","desiring","positive","nrc",NA
"3424","desirous","positive","nrc",NA
"3425","desist","anger","nrc",NA
"3426","desist","disgust","nrc",NA
"3427","desist","negative","nrc",NA
"3428","desolation","fear","nrc",NA
"3429","desolation","negative","nrc",NA
"3430","desolation","sadness","nrc",NA
"3431","despair","anger","nrc",NA
"3432","despair","disgust","nrc",NA
"3433","despair","fear","nrc",NA
"3434","despair","negative","nrc",NA
"3435","despair","sadness","nrc",NA
"3436","despairing","fear","nrc",NA
"3437","despairing","negative","nrc",NA
"3438","despairing","sadness","nrc",NA
"3439","desperate","negative","nrc",NA
"3440","despicable","anger","nrc",NA
"3441","despicable","disgust","nrc",NA
"3442","despicable","negative","nrc",NA
"3443","despise","anger","nrc",NA
"3444","despise","disgust","nrc",NA
"3445","despise","negative","nrc",NA
"3446","despotic","fear","nrc",NA
"3447","despotic","negative","nrc",NA
"3448","despotism","anger","nrc",NA
"3449","despotism","disgust","nrc",NA
"3450","despotism","fear","nrc",NA
"3451","despotism","negative","nrc",NA
"3452","despotism","sadness","nrc",NA
"3453","destination","anticipation","nrc",NA
"3454","destination","fear","nrc",NA
"3455","destination","joy","nrc",NA
"3456","destination","positive","nrc",NA
"3457","destination","sadness","nrc",NA
"3458","destination","surprise","nrc",NA
"3459","destined","anticipation","nrc",NA
"3460","destitute","fear","nrc",NA
"3461","destitute","negative","nrc",NA
"3462","destitute","sadness","nrc",NA
"3463","destroyed","anger","nrc",NA
"3464","destroyed","fear","nrc",NA
"3465","destroyed","negative","nrc",NA
"3466","destroyed","sadness","nrc",NA
"3467","destroyer","anger","nrc",NA
"3468","destroyer","fear","nrc",NA
"3469","destroyer","negative","nrc",NA
"3470","destroying","anger","nrc",NA
"3471","destroying","fear","nrc",NA
"3472","destroying","negative","nrc",NA
"3473","destroying","sadness","nrc",NA
"3474","destruction","anger","nrc",NA
"3475","destruction","negative","nrc",NA
"3476","destructive","anger","nrc",NA
"3477","destructive","disgust","nrc",NA
"3478","destructive","fear","nrc",NA
"3479","destructive","negative","nrc",NA
"3480","detachment","negative","nrc",NA
"3481","detain","negative","nrc",NA
"3482","detainee","anger","nrc",NA
"3483","detainee","anticipation","nrc",NA
"3484","detainee","fear","nrc",NA
"3485","detainee","negative","nrc",NA
"3486","detainee","sadness","nrc",NA
"3487","detect","positive","nrc",NA
"3488","detection","positive","nrc",NA
"3489","detention","negative","nrc",NA
"3490","detention","sadness","nrc",NA
"3491","deteriorate","fear","nrc",NA
"3492","deteriorate","negative","nrc",NA
"3493","deteriorate","sadness","nrc",NA
"3494","deteriorated","disgust","nrc",NA
"3495","deteriorated","negative","nrc",NA
"3496","deteriorated","sadness","nrc",NA
"3497","deterioration","anger","nrc",NA
"3498","deterioration","disgust","nrc",NA
"3499","deterioration","fear","nrc",NA
"3500","deterioration","negative","nrc",NA
"3501","deterioration","sadness","nrc",NA
"3502","determinate","anticipation","nrc",NA
"3503","determinate","trust","nrc",NA
"3504","determination","positive","nrc",NA
"3505","determination","trust","nrc",NA
"3506","determined","positive","nrc",NA
"3507","detest","anger","nrc",NA
"3508","detest","disgust","nrc",NA
"3509","detest","negative","nrc",NA
"3510","detonate","fear","nrc",NA
"3511","detonate","negative","nrc",NA
"3512","detonate","surprise","nrc",NA
"3513","detonation","anger","nrc",NA
"3514","detract","anger","nrc",NA
"3515","detract","negative","nrc",NA
"3516","detriment","negative","nrc",NA
"3517","detrimental","negative","nrc",NA
"3518","detritus","negative","nrc",NA
"3519","devastate","anger","nrc",NA
"3520","devastate","fear","nrc",NA
"3521","devastate","negative","nrc",NA
"3522","devastate","sadness","nrc",NA
"3523","devastating","anger","nrc",NA
"3524","devastating","disgust","nrc",NA
"3525","devastating","fear","nrc",NA
"3526","devastating","negative","nrc",NA
"3527","devastating","sadness","nrc",NA
"3528","devastating","trust","nrc",NA
"3529","devastation","anger","nrc",NA
"3530","devastation","fear","nrc",NA
"3531","devastation","negative","nrc",NA
"3532","devastation","sadness","nrc",NA
"3533","devastation","surprise","nrc",NA
"3534","develop","anticipation","nrc",NA
"3535","develop","positive","nrc",NA
"3536","deviation","sadness","nrc",NA
"3537","devil","anger","nrc",NA
"3538","devil","anticipation","nrc",NA
"3539","devil","disgust","nrc",NA
"3540","devil","fear","nrc",NA
"3541","devil","negative","nrc",NA
"3542","devil","sadness","nrc",NA
"3543","devilish","disgust","nrc",NA
"3544","devilish","fear","nrc",NA
"3545","devilish","negative","nrc",NA
"3546","devious","negative","nrc",NA
"3547","devolution","negative","nrc",NA
"3548","devotional","positive","nrc",NA
"3549","devotional","trust","nrc",NA
"3550","devour","negative","nrc",NA
"3551","devout","anticipation","nrc",NA
"3552","devout","joy","nrc",NA
"3553","devout","positive","nrc",NA
"3554","devout","trust","nrc",NA
"3555","dexterity","positive","nrc",NA
"3556","diabolical","anger","nrc",NA
"3557","diabolical","disgust","nrc",NA
"3558","diabolical","fear","nrc",NA
"3559","diabolical","negative","nrc",NA
"3560","diagnosis","anticipation","nrc",NA
"3561","diagnosis","fear","nrc",NA
"3562","diagnosis","negative","nrc",NA
"3563","diagnosis","trust","nrc",NA
"3564","diamond","joy","nrc",NA
"3565","diamond","positive","nrc",NA
"3566","diaper","disgust","nrc",NA
"3567","diarrhoea","disgust","nrc",NA
"3568","diary","joy","nrc",NA
"3569","diary","positive","nrc",NA
"3570","diary","trust","nrc",NA
"3571","diatribe","anger","nrc",NA
"3572","diatribe","disgust","nrc",NA
"3573","diatribe","negative","nrc",NA
"3574","dictator","fear","nrc",NA
"3575","dictator","negative","nrc",NA
"3576","dictatorial","anger","nrc",NA
"3577","dictatorial","negative","nrc",NA
"3578","dictatorship","anger","nrc",NA
"3579","dictatorship","anticipation","nrc",NA
"3580","dictatorship","disgust","nrc",NA
"3581","dictatorship","fear","nrc",NA
"3582","dictatorship","negative","nrc",NA
"3583","dictatorship","sadness","nrc",NA
"3584","dictionary","positive","nrc",NA
"3585","dictionary","trust","nrc",NA
"3586","dictum","trust","nrc",NA
"3587","didactic","positive","nrc",NA
"3588","die","fear","nrc",NA
"3589","die","negative","nrc",NA
"3590","die","sadness","nrc",NA
"3591","dietary","anticipation","nrc",NA
"3592","dietary","positive","nrc",NA
"3593","differential","trust","nrc",NA
"3594","differently","surprise","nrc",NA
"3595","difficult","fear","nrc",NA
"3596","difficulties","negative","nrc",NA
"3597","difficulties","sadness","nrc",NA
"3598","difficulty","anger","nrc",NA
"3599","difficulty","fear","nrc",NA
"3600","difficulty","negative","nrc",NA
"3601","difficulty","sadness","nrc",NA
"3602","digit","trust","nrc",NA
"3603","dignified","positive","nrc",NA
"3604","dignity","positive","nrc",NA
"3605","dignity","trust","nrc",NA
"3606","digress","anticipation","nrc",NA
"3607","digress","negative","nrc",NA
"3608","dike","fear","nrc",NA
"3609","dilapidated","disgust","nrc",NA
"3610","dilapidated","negative","nrc",NA
"3611","dilapidated","sadness","nrc",NA
"3612","diligence","positive","nrc",NA
"3613","diligence","trust","nrc",NA
"3614","dilute","negative","nrc",NA
"3615","diminish","negative","nrc",NA
"3616","diminish","sadness","nrc",NA
"3617","diminished","negative","nrc",NA
"3618","din","negative","nrc",NA
"3619","dinner","positive","nrc",NA
"3620","dinosaur","fear","nrc",NA
"3621","diplomacy","anticipation","nrc",NA
"3622","diplomacy","positive","nrc",NA
"3623","diplomacy","trust","nrc",NA
"3624","diplomatic","positive","nrc",NA
"3625","diplomatic","trust","nrc",NA
"3626","dire","disgust","nrc",NA
"3627","dire","fear","nrc",NA
"3628","dire","negative","nrc",NA
"3629","dire","sadness","nrc",NA
"3630","dire","surprise","nrc",NA
"3631","director","positive","nrc",NA
"3632","director","trust","nrc",NA
"3633","dirt","disgust","nrc",NA
"3634","dirt","negative","nrc",NA
"3635","dirty","disgust","nrc",NA
"3636","dirty","negative","nrc",NA
"3637","disability","negative","nrc",NA
"3638","disability","sadness","nrc",NA
"3639","disable","fear","nrc",NA
"3640","disable","negative","nrc",NA
"3641","disable","sadness","nrc",NA
"3642","disabled","fear","nrc",NA
"3643","disabled","negative","nrc",NA
"3644","disabled","sadness","nrc",NA
"3645","disaffected","negative","nrc",NA
"3646","disagree","anger","nrc",NA
"3647","disagree","negative","nrc",NA
"3648","disagreeing","anger","nrc",NA
"3649","disagreeing","negative","nrc",NA
"3650","disagreeing","sadness","nrc",NA
"3651","disagreement","anger","nrc",NA
"3652","disagreement","negative","nrc",NA
"3653","disagreement","sadness","nrc",NA
"3654","disallowed","anger","nrc",NA
"3655","disallowed","disgust","nrc",NA
"3656","disallowed","fear","nrc",NA
"3657","disallowed","negative","nrc",NA
"3658","disallowed","sadness","nrc",NA
"3659","disappear","fear","nrc",NA
"3660","disappoint","anger","nrc",NA
"3661","disappoint","disgust","nrc",NA
"3662","disappoint","negative","nrc",NA
"3663","disappoint","sadness","nrc",NA
"3664","disappointed","anger","nrc",NA
"3665","disappointed","disgust","nrc",NA
"3666","disappointed","negative","nrc",NA
"3667","disappointed","sadness","nrc",NA
"3668","disappointing","negative","nrc",NA
"3669","disappointing","sadness","nrc",NA
"3670","disappointment","disgust","nrc",NA
"3671","disappointment","negative","nrc",NA
"3672","disappointment","sadness","nrc",NA
"3673","disapproval","negative","nrc",NA
"3674","disapproval","sadness","nrc",NA
"3675","disapprove","anger","nrc",NA
"3676","disapprove","disgust","nrc",NA
"3677","disapprove","fear","nrc",NA
"3678","disapprove","negative","nrc",NA
"3679","disapprove","sadness","nrc",NA
"3680","disapproved","anger","nrc",NA
"3681","disapproved","negative","nrc",NA
"3682","disapproved","sadness","nrc",NA
"3683","disapproving","anger","nrc",NA
"3684","disapproving","disgust","nrc",NA
"3685","disapproving","negative","nrc",NA
"3686","disapproving","sadness","nrc",NA
"3687","disaster","anger","nrc",NA
"3688","disaster","disgust","nrc",NA
"3689","disaster","fear","nrc",NA
"3690","disaster","negative","nrc",NA
"3691","disaster","sadness","nrc",NA
"3692","disaster","surprise","nrc",NA
"3693","disastrous","anger","nrc",NA
"3694","disastrous","fear","nrc",NA
"3695","disastrous","negative","nrc",NA
"3696","disastrous","sadness","nrc",NA
"3697","disbelieve","negative","nrc",NA
"3698","discards","negative","nrc",NA
"3699","discharge","negative","nrc",NA
"3700","disciple","trust","nrc",NA
"3701","discipline","fear","nrc",NA
"3702","discipline","negative","nrc",NA
"3703","disclaim","anger","nrc",NA
"3704","disclaim","disgust","nrc",NA
"3705","disclaim","negative","nrc",NA
"3706","disclaim","trust","nrc",NA
"3707","disclosed","trust","nrc",NA
"3708","discoloration","disgust","nrc",NA
"3709","discoloration","negative","nrc",NA
"3710","discolored","disgust","nrc",NA
"3711","discolored","negative","nrc",NA
"3712","discolored","sadness","nrc",NA
"3713","discomfort","negative","nrc",NA
"3714","discomfort","sadness","nrc",NA
"3715","disconnect","negative","nrc",NA
"3716","disconnect","sadness","nrc",NA
"3717","disconnected","negative","nrc",NA
"3718","disconnected","sadness","nrc",NA
"3719","disconnection","negative","nrc",NA
"3720","discontent","anger","nrc",NA
"3721","discontent","disgust","nrc",NA
"3722","discontent","fear","nrc",NA
"3723","discontent","negative","nrc",NA
"3724","discontent","sadness","nrc",NA
"3725","discontinue","negative","nrc",NA
"3726","discontinuity","disgust","nrc",NA
"3727","discontinuity","fear","nrc",NA
"3728","discontinuity","negative","nrc",NA
"3729","discontinuity","sadness","nrc",NA
"3730","discord","anger","nrc",NA
"3731","discord","disgust","nrc",NA
"3732","discord","negative","nrc",NA
"3733","discourage","fear","nrc",NA
"3734","discourage","negative","nrc",NA
"3735","discourage","sadness","nrc",NA
"3736","discouragement","negative","nrc",NA
"3737","discovery","positive","nrc",NA
"3738","discredit","negative","nrc",NA
"3739","discreet","anticipation","nrc",NA
"3740","discreet","positive","nrc",NA
"3741","discretion","anticipation","nrc",NA
"3742","discretion","positive","nrc",NA
"3743","discretion","trust","nrc",NA
"3744","discretionary","positive","nrc",NA
"3745","discriminate","anger","nrc",NA
"3746","discriminate","negative","nrc",NA
"3747","discriminate","sadness","nrc",NA
"3748","discriminating","disgust","nrc",NA
"3749","discriminating","negative","nrc",NA
"3750","discrimination","anger","nrc",NA
"3751","discrimination","disgust","nrc",NA
"3752","discrimination","fear","nrc",NA
"3753","discrimination","negative","nrc",NA
"3754","discrimination","sadness","nrc",NA
"3755","discussion","positive","nrc",NA
"3756","disdain","anger","nrc",NA
"3757","disdain","disgust","nrc",NA
"3758","disdain","negative","nrc",NA
"3759","disease","anger","nrc",NA
"3760","disease","disgust","nrc",NA
"3761","disease","fear","nrc",NA
"3762","disease","negative","nrc",NA
"3763","disease","sadness","nrc",NA
"3764","diseased","disgust","nrc",NA
"3765","diseased","fear","nrc",NA
"3766","diseased","negative","nrc",NA
"3767","diseased","sadness","nrc",NA
"3768","disembodied","fear","nrc",NA
"3769","disembodied","negative","nrc",NA
"3770","disembodied","sadness","nrc",NA
"3771","disengagement","negative","nrc",NA
"3772","disfigured","anger","nrc",NA
"3773","disfigured","disgust","nrc",NA
"3774","disfigured","fear","nrc",NA
"3775","disfigured","negative","nrc",NA
"3776","disfigured","sadness","nrc",NA
"3777","disgrace","anger","nrc",NA
"3778","disgrace","disgust","nrc",NA
"3779","disgrace","negative","nrc",NA
"3780","disgrace","sadness","nrc",NA
"3781","disgraced","anger","nrc",NA
"3782","disgraced","disgust","nrc",NA
"3783","disgraced","negative","nrc",NA
"3784","disgraced","sadness","nrc",NA
"3785","disgraceful","anger","nrc",NA
"3786","disgraceful","disgust","nrc",NA
"3787","disgraceful","negative","nrc",NA
"3788","disgruntled","anger","nrc",NA
"3789","disgruntled","disgust","nrc",NA
"3790","disgruntled","negative","nrc",NA
"3791","disgruntled","sadness","nrc",NA
"3792","disgust","anger","nrc",NA
"3793","disgust","disgust","nrc",NA
"3794","disgust","fear","nrc",NA
"3795","disgust","negative","nrc",NA
"3796","disgust","sadness","nrc",NA
"3797","disgusting","anger","nrc",NA
"3798","disgusting","disgust","nrc",NA
"3799","disgusting","fear","nrc",NA
"3800","disgusting","negative","nrc",NA
"3801","disheartened","negative","nrc",NA
"3802","disheartened","sadness","nrc",NA
"3803","disheartening","negative","nrc",NA
"3804","disheartening","sadness","nrc",NA
"3805","dishonest","anger","nrc",NA
"3806","dishonest","disgust","nrc",NA
"3807","dishonest","negative","nrc",NA
"3808","dishonest","sadness","nrc",NA
"3809","dishonesty","disgust","nrc",NA
"3810","dishonesty","negative","nrc",NA
"3811","dishonor","anger","nrc",NA
"3812","dishonor","disgust","nrc",NA
"3813","dishonor","fear","nrc",NA
"3814","dishonor","negative","nrc",NA
"3815","dishonor","sadness","nrc",NA
"3816","disillusionment","anger","nrc",NA
"3817","disillusionment","disgust","nrc",NA
"3818","disillusionment","negative","nrc",NA
"3819","disillusionment","sadness","nrc",NA
"3820","disinfection","positive","nrc",NA
"3821","disinformation","anger","nrc",NA
"3822","disinformation","fear","nrc",NA
"3823","disinformation","negative","nrc",NA
"3824","disingenuous","disgust","nrc",NA
"3825","disingenuous","negative","nrc",NA
"3826","disintegrate","disgust","nrc",NA
"3827","disintegrate","fear","nrc",NA
"3828","disintegrate","negative","nrc",NA
"3829","disintegration","negative","nrc",NA
"3830","disinterested","negative","nrc",NA
"3831","dislike","anger","nrc",NA
"3832","dislike","disgust","nrc",NA
"3833","dislike","negative","nrc",NA
"3834","disliked","anger","nrc",NA
"3835","disliked","negative","nrc",NA
"3836","disliked","sadness","nrc",NA
"3837","dislocated","anger","nrc",NA
"3838","dislocated","disgust","nrc",NA
"3839","dislocated","fear","nrc",NA
"3840","dislocated","negative","nrc",NA
"3841","dislocated","sadness","nrc",NA
"3842","dismal","disgust","nrc",NA
"3843","dismal","fear","nrc",NA
"3844","dismal","negative","nrc",NA
"3845","dismal","sadness","nrc",NA
"3846","dismay","anger","nrc",NA
"3847","dismay","anticipation","nrc",NA
"3848","dismay","fear","nrc",NA
"3849","dismay","negative","nrc",NA
"3850","dismay","sadness","nrc",NA
"3851","dismay","surprise","nrc",NA
"3852","dismemberment","disgust","nrc",NA
"3853","dismemberment","fear","nrc",NA
"3854","dismemberment","negative","nrc",NA
"3855","dismemberment","sadness","nrc",NA
"3856","dismissal","anger","nrc",NA
"3857","dismissal","disgust","nrc",NA
"3858","dismissal","fear","nrc",NA
"3859","dismissal","negative","nrc",NA
"3860","dismissal","sadness","nrc",NA
"3861","dismissal","surprise","nrc",NA
"3862","disobedience","anger","nrc",NA
"3863","disobedience","disgust","nrc",NA
"3864","disobedience","negative","nrc",NA
"3865","disobedient","anger","nrc",NA
"3866","disobedient","negative","nrc",NA
"3867","disobey","anger","nrc",NA
"3868","disobey","disgust","nrc",NA
"3869","disobey","negative","nrc",NA
"3870","disorder","fear","nrc",NA
"3871","disorder","negative","nrc",NA
"3872","disorderly","negative","nrc",NA
"3873","disorganized","negative","nrc",NA
"3874","disparage","anger","nrc",NA
"3875","disparage","disgust","nrc",NA
"3876","disparage","negative","nrc",NA
"3877","disparage","sadness","nrc",NA
"3878","disparaging","anger","nrc",NA
"3879","disparaging","disgust","nrc",NA
"3880","disparaging","negative","nrc",NA
"3881","disparaging","sadness","nrc",NA
"3882","disparity","anger","nrc",NA
"3883","disparity","disgust","nrc",NA
"3884","disparity","negative","nrc",NA
"3885","disparity","sadness","nrc",NA
"3886","dispassionate","negative","nrc",NA
"3887","dispassionate","sadness","nrc",NA
"3888","dispel","negative","nrc",NA
"3889","dispel","sadness","nrc",NA
"3890","dispersion","negative","nrc",NA
"3891","displace","negative","nrc",NA
"3892","displaced","anger","nrc",NA
"3893","displaced","fear","nrc",NA
"3894","displaced","sadness","nrc",NA
"3895","displeased","anger","nrc",NA
"3896","displeased","disgust","nrc",NA
"3897","displeased","fear","nrc",NA
"3898","displeased","negative","nrc",NA
"3899","displeased","sadness","nrc",NA
"3900","displeasure","disgust","nrc",NA
"3901","displeasure","negative","nrc",NA
"3902","disposal","negative","nrc",NA
"3903","dispose","disgust","nrc",NA
"3904","disposed","anticipation","nrc",NA
"3905","disposed","positive","nrc",NA
"3906","disposed","trust","nrc",NA
"3907","dispossessed","anger","nrc",NA
"3908","dispossessed","fear","nrc",NA
"3909","dispossessed","negative","nrc",NA
"3910","dispossessed","sadness","nrc",NA
"3911","dispute","anger","nrc",NA
"3912","dispute","negative","nrc",NA
"3913","disqualification","negative","nrc",NA
"3914","disqualified","anger","nrc",NA
"3915","disqualified","disgust","nrc",NA
"3916","disqualified","negative","nrc",NA
"3917","disqualified","sadness","nrc",NA
"3918","disqualify","negative","nrc",NA
"3919","disqualify","sadness","nrc",NA
"3920","disregard","negative","nrc",NA
"3921","disregarded","disgust","nrc",NA
"3922","disregarded","negative","nrc",NA
"3923","disreputable","anger","nrc",NA
"3924","disreputable","disgust","nrc",NA
"3925","disreputable","fear","nrc",NA
"3926","disreputable","negative","nrc",NA
"3927","disrespect","anger","nrc",NA
"3928","disrespect","negative","nrc",NA
"3929","disrespectful","anger","nrc",NA
"3930","disrespectful","disgust","nrc",NA
"3931","disrespectful","fear","nrc",NA
"3932","disrespectful","negative","nrc",NA
"3933","disrespectful","sadness","nrc",NA
"3934","disruption","anger","nrc",NA
"3935","disruption","fear","nrc",NA
"3936","disruption","negative","nrc",NA
"3937","disruption","surprise","nrc",NA
"3938","dissatisfaction","negative","nrc",NA
"3939","dissection","disgust","nrc",NA
"3940","disseminate","positive","nrc",NA
"3941","dissension","anger","nrc",NA
"3942","dissension","negative","nrc",NA
"3943","dissenting","negative","nrc",NA
"3944","disservice","anger","nrc",NA
"3945","disservice","disgust","nrc",NA
"3946","disservice","negative","nrc",NA
"3947","disservice","sadness","nrc",NA
"3948","dissident","anger","nrc",NA
"3949","dissident","fear","nrc",NA
"3950","dissident","negative","nrc",NA
"3951","dissolution","anger","nrc",NA
"3952","dissolution","fear","nrc",NA
"3953","dissolution","negative","nrc",NA
"3954","dissolution","sadness","nrc",NA
"3955","dissolution","surprise","nrc",NA
"3956","dissonance","anger","nrc",NA
"3957","dissonance","negative","nrc",NA
"3958","distaste","disgust","nrc",NA
"3959","distaste","negative","nrc",NA
"3960","distasteful","disgust","nrc",NA
"3961","distasteful","negative","nrc",NA
"3962","distillation","positive","nrc",NA
"3963","distinction","positive","nrc",NA
"3964","distorted","disgust","nrc",NA
"3965","distorted","negative","nrc",NA
"3966","distortion","negative","nrc",NA
"3967","distract","negative","nrc",NA
"3968","distracted","anger","nrc",NA
"3969","distracted","negative","nrc",NA
"3970","distracting","anger","nrc",NA
"3971","distracting","anticipation","nrc",NA
"3972","distracting","negative","nrc",NA
"3973","distraction","negative","nrc",NA
"3974","distraught","negative","nrc",NA
"3975","distraught","sadness","nrc",NA
"3976","distress","anger","nrc",NA
"3977","distress","disgust","nrc",NA
"3978","distress","fear","nrc",NA
"3979","distress","negative","nrc",NA
"3980","distress","sadness","nrc",NA
"3981","distress","surprise","nrc",NA
"3982","distressed","fear","nrc",NA
"3983","distressed","negative","nrc",NA
"3984","distressing","anger","nrc",NA
"3985","distressing","fear","nrc",NA
"3986","distressing","negative","nrc",NA
"3987","distrust","anger","nrc",NA
"3988","distrust","disgust","nrc",NA
"3989","distrust","fear","nrc",NA
"3990","distrust","negative","nrc",NA
"3991","disturbance","anger","nrc",NA
"3992","disturbance","fear","nrc",NA
"3993","disturbance","negative","nrc",NA
"3994","disturbance","sadness","nrc",NA
"3995","disturbance","surprise","nrc",NA
"3996","disturbed","anger","nrc",NA
"3997","disturbed","negative","nrc",NA
"3998","disturbed","sadness","nrc",NA
"3999","disuse","negative","nrc",NA
"4000","disused","anger","nrc",NA
"4001","disused","negative","nrc",NA
"4002","ditty","joy","nrc",NA
"4003","ditty","positive","nrc",NA
"4004","divan","trust","nrc",NA
"4005","divergent","negative","nrc",NA
"4006","divergent","surprise","nrc",NA
"4007","diverse","negative","nrc",NA
"4008","diverse","positive","nrc",NA
"4009","diversified","positive","nrc",NA
"4010","diversion","positive","nrc",NA
"4011","diversion","surprise","nrc",NA
"4012","divested","negative","nrc",NA
"4013","divestment","negative","nrc",NA
"4014","divination","anticipation","nrc",NA
"4015","divinity","positive","nrc",NA
"4016","divorce","anger","nrc",NA
"4017","divorce","disgust","nrc",NA
"4018","divorce","fear","nrc",NA
"4019","divorce","negative","nrc",NA
"4020","divorce","sadness","nrc",NA
"4021","divorce","surprise","nrc",NA
"4022","divorce","trust","nrc",NA
"4023","dizziness","negative","nrc",NA
"4024","dizzy","negative","nrc",NA
"4025","docked","negative","nrc",NA
"4026","doctor","positive","nrc",NA
"4027","doctor","trust","nrc",NA
"4028","doctrine","trust","nrc",NA
"4029","doer","positive","nrc",NA
"4030","dogged","positive","nrc",NA
"4031","dogma","trust","nrc",NA
"4032","doit","negative","nrc",NA
"4033","doldrums","negative","nrc",NA
"4034","doldrums","sadness","nrc",NA
"4035","dole","negative","nrc",NA
"4036","dole","sadness","nrc",NA
"4037","doll","joy","nrc",NA
"4038","dolor","negative","nrc",NA
"4039","dolor","sadness","nrc",NA
"4040","dolphin","joy","nrc",NA
"4041","dolphin","positive","nrc",NA
"4042","dolphin","surprise","nrc",NA
"4043","dolphin","trust","nrc",NA
"4044","dominant","fear","nrc",NA
"4045","dominant","negative","nrc",NA
"4046","dominate","anger","nrc",NA
"4047","dominate","fear","nrc",NA
"4048","dominate","negative","nrc",NA
"4049","dominate","positive","nrc",NA
"4050","domination","anger","nrc",NA
"4051","domination","fear","nrc",NA
"4052","domination","negative","nrc",NA
"4053","domination","sadness","nrc",NA
"4054","dominion","fear","nrc",NA
"4055","dominion","trust","nrc",NA
"4056","don","positive","nrc",NA
"4057","don","trust","nrc",NA
"4058","donation","positive","nrc",NA
"4059","donkey","disgust","nrc",NA
"4060","donkey","negative","nrc",NA
"4061","doodle","negative","nrc",NA
"4062","doom","fear","nrc",NA
"4063","doom","negative","nrc",NA
"4064","doomed","fear","nrc",NA
"4065","doomed","negative","nrc",NA
"4066","doomed","sadness","nrc",NA
"4067","doomsday","anger","nrc",NA
"4068","doomsday","anticipation","nrc",NA
"4069","doomsday","disgust","nrc",NA
"4070","doomsday","fear","nrc",NA
"4071","doomsday","negative","nrc",NA
"4072","doomsday","sadness","nrc",NA
"4073","doubt","fear","nrc",NA
"4074","doubt","negative","nrc",NA
"4075","doubt","sadness","nrc",NA
"4076","doubt","trust","nrc",NA
"4077","doubtful","negative","nrc",NA
"4078","doubting","negative","nrc",NA
"4079","doubtless","positive","nrc",NA
"4080","doubtless","trust","nrc",NA
"4081","douche","negative","nrc",NA
"4082","dour","negative","nrc",NA
"4083","dove","anticipation","nrc",NA
